Amostra,Acel_X,Acel_Y,Acel_Z,Giro_X,Giro_Y,Giro_Z,Temperatura
52,2.100,-0.548,10.533,0.763,0.252,2.275,16.34
53,1.138,1.892,9.875,2.023,8.092,0.634,16.15
54,-2.110,1.669,11.896,-2.427,-5.580,1.267,15.87
55,3.475,2.122,9.508,2.969,7.473,3.031,16.20
56,-3.525,-0.405,9.573,-4.313,4.740,1.939,16.25
57,0.307,0.565,9.978,3.496,-2.695,0.656,16.39
58,3.334,-0.474,10.818,-0.099,3.672,-0.687,16.25
59,-5.001,-0.647,8.737,1.160,0.176,-0.099,16.25
60,-4.460,1.665,10.368,0.771,-4.321,-2.870,16.25
61,3.657,1.691,10.047,-1.237,7.336,3.397,16.15
62,-3.851,0.501,9.324,2.267,3.298,-3.176,16.34
63,3.315,-0.182,10.478,1.519,4.992,0.489,16.39
64,-3.803,-0.656,9.743,4.344,2.336,-1.130,16.34
65,-5.008,-0.673,9.539,-2.809,-0.046,1.779,16.34
66,-1.511,0.647,10.421,4.061,-3.634,0.191,16.01
67,3.696,0.410,9.453,-0.282,5.969,-0.115,16.15
68,-3.657,-0.216,8.533,0.702,3.160,-0.603,16.25
69,-3.858,2.718,10.701,-1.214,-4.366,-1.969,16.25
70,3.509,0.208,9.822,1.573,4.069,1.763,16.25
71,0.812,1.820,8.945,1.435,6.229,-2.450,16.25
72,-4.316,2.096,10.308,-1.443,-5.282,2.137,16.20
73,2.699,0.311,9.973,5.809,1.145,-0.412,16.25
74,-0.067,2.139,9.281,-4.786,6.947,1.687,16.15
75,-5.338,1.176,10.382,4.878,-3.435,-1.985,16.06
76,-4.309,2.139,10.641,-3.252,-4.725,0.145,16.15
77,-3.228,1.619,11.154,4.282,-3.198,0.344,16.39
78,1.059,1.183,10.308,-1.214,7.305,0.824,16.39
79,-2.508,0.034,9.022,1.084,2.656,-0.542,16.34
80,0.474,-0.242,10.670,0.878,-1.038,-1.618,16.34
81,3.090,-0.572,10.220,1.023,4.901,2.137,16.25
82,-4.062,0.666,9.415,2.237,0.305,-3.672,16.20
83,-2.407,2.402,10.323,-1.366,-5.573,1.878,16.15
84,3.279,1.456,9.733,3.466,6.649,2.023,16.06
85,-2.211,0.553,9.355,-5.214,6.802,1.351,16.25
86,-4.237,1.583,10.842,4.290,-4.198,-1.137,16.15
87,-5.216,0.012,10.126,5.206,-2.000,-1.305,16.25
88,3.054,-1.528,9.262,-1.221,2.168,0.870,16.20
89,2.546,2.402,9.808,2.092,7.794,1.420,16.15
90,-0.180,0.448,11.285,-2.260,-1.420,-0.260,16.34
91,2.153,2.601,9.638,1.031,6.779,0.977,16.15
92,-0.939,1.174,10.327,-0.053,-4.260,-1.893,16.20
93,3.315,-0.036,9.822,0.489,5.389,2.122,16.15
94,-4.946,1.118,10.696,2.962,-4.008,-4.802,16.39
95,3.954,-1.499,9.908,-0.985,3.351,1.534,16.06
96,-5.616,0.333,10.330,5.008,-2.237,-1.618,16.25
97,-5.283,1.300,10.038,-2.847,-3.702,0.328,16.06
98,3.243,0.984,9.087,4.305,3.832,2.183,16.15
99,-4.907,-0.139,10.136,-0.405,-0.847,-0.290,16.25
100,2.117,-0.228,10.258,2.847,0.420,1.076,16.25
101,-3.159,0.608,9.472,1.908,4.099,-1.863,16.15
102,-1.176,0.604,10.790,0.046,-2.359,2.160,16.01
103,1.049,2.105,9.250,1.679,7.290,0.344,16.25
104,-1.997,1.813,11.407,-2.534,-4.344,0.687,16.25
105,1.236,2.014,9.487,2.282,7.489,1.221,16.34
106,-5.068,1.959,10.540,-2.237,-5.038,-0.779,16.15
107,4.186,1.401,9.781,0.275,6.863,0.580,16.06
108,3.044,-0.041,10.430,1.038,6.664,0.878,16.06
109,0.433,2.788,9.491,-1.206,7.473,1.176,16.25
110,-3.810,0.527,9.582,2.008,1.290,-2.947,16.25
111,-5.511,-1.142,9.036,0.351,-0.374,2.954,16.06
112,-0.359,-0.120,10.253,1.840,-3.435,-3.237,16.20
113,-4.594,-0.802,9.103,-3.672,2.679,3.099,16.25
114,-5.061,1.523,10.888,4.122,-4.359,-2.595,16.25
115,-3.257,1.693,10.878,-2.725,-4.328,0.802,16.06
116,3.569,0.642,9.954,5.412,2.603,1.611,16.25
117,-4.390,3.130,11.067,-2.107,-4.069,-0.611,16.20
118,-5.061,0.764,9.757,3.802,-3.931,-1.038,16.53
119,3.624,0.225,9.539,1.824,5.947,0.580,16.25
120,-5.853,-0.393,8.747,0.595,-2.817,2.557,16.39
121,2.232,0.110,10.217,3.328,2.916,-1.321,16.25
122,-5.252,-0.656,8.979,-2.420,0.550,3.076,16.44
123,-0.659,0.213,11.388,4.702,-1.176,0.435,16.25
124,-1.621,0.441,9.858,-3.206,4.359,1.618,16.25
125,-1.653,1.794,9.944,2.412,-2.985,-0.053,16.25
126,0.187,1.255,9.511,0.359,7.641,0.771,16.25
127,-4.843,1.576,10.004,0.740,-5.145,1.611,16.20
128,3.286,1.257,10.227,2.473,7.687,0.832,16.15
129,2.244,2.254,9.561,-3.107,7.534,3.489,16.15
130,-3.487,1.375,11.079,4.038,-4.550,-1.000,16.15
131,3.126,1.969,8.768,-2.679,6.466,1.344,16.34
132,3.626,1.305,9.733,4.122,6.000,1.855,16.34
133,-2.338,-0.204,9.887,-0.847,3.107,0.412,16.25
134,2.649,-0.460,10.059,2.038,3.000,0.664,16.20
135,-0.838,1.420,9.738,1.672,6.351,-1.382,16.39
136,2.723,-1.375,10.344,0.160,0.061,2.244,16.25
137,2.912,2.009,9.599,2.168,8.260,1.427,16.15
138,1.918,2.366,10.181,-4.153,7.679,2.328,16.06
139,-5.511,-0.139,9.750,4.878,-0.725,-2.038,15.92
140,-4.000,2.488,10.881,-3.573,-5.130,0.656,16.34
141,2.532,2.021,9.621,1.550,6.618,1.046,16.15
142,-4.574,2.323,10.730,-0.817,-4.290,-1.458,16.39
143,3.094,2.127,9.992,0.870,5.511,2.947,16.06
144,-4.218,0.604,9.257,2.321,-0.237,-4.481,16.39
145,3.573,-1.688,9.094,-0.901,3.527,1.374,16.39
146,-4.095,-0.342,9.216,3.511,2.229,-1.275,16.25
147,2.242,-1.116,10.411,-1.221,-0.763,0.145,16.20
148,-0.647,1.451,8.950,-0.496,5.137,-0.351,16.25
149,-1.140,1.267,10.840,1.000,-3.115,-2.641,16.01
150,-1.475,0.630,11.343,0.527,-2.656,2.237,16.06
151,-1.348,0.867,10.449,2.275,-2.771,-3.176,16.06
152,2.088,2.227,9.671,-1.840,7.458,3.176,16.44
153,2.927,1.990,9.091,2.908,7.298,1.519,16.20
154,-3.751,-0.129,9.247,-2.351,0.000,2.382,16.06
155,-3.497,-0.278,9.585,4.031,0.855,-1.817,16.01
156,-1.751,1.533,11.017,-3.336,-3.603,0.282,16.01
157,-2.735,1.665,10.909,3.450,-3.802,0.137,16.25
158,3.899,-0.419,10.095,0.321,5.321,0.008,16.25
159,-5.269,0.704,9.681,2.107,-4.031,0.466,16.15
160,2.476,-0.405,10.100,2.702,2.031,-2.069,16.44
161,3.485,1.109,9.812,-1.969,7.725,4.275,16.34
162,-5.547,0.762,10.335,3.565,-3.466,-4.038,16.15
163,4.721,1.126,10.169,-2.107,6.466,0.947,16.06
164,-5.307,0.120,9.889,3.901,-1.244,-1.214,16.15
165,4.009,0.019,9.913,-0.145,2.771,-0.328,16.20
166,-3.700,-0.486,9.017,0.939,1.023,0.290,16.25
167,0.922,-0.381,10.145,2.008,-0.229,-2.115,16.25
168,-3.767,-0.311,8.598,-2.206,3.908,3.374,16.20
169,-0.407,-0.323,11.242,3.954,-3.107,-2.176,16.34
170,1.245,2.338,10.136,-4.710,7.267,1.580,16.34
171,-5.329,0.220,9.618,-1.412,-3.962,2.656,16.15
172,-3.995,0.354,9.230,2.870,3.466,-2.954,16.34
173,0.170,0.410,9.887,-1.206,-0.588,1.595,16.25
174,-0.295,0.826,9.199,2.718,5.733,-0.740,16.34
175,-0.745,0.503,10.744,-2.557,-4.023,-0.305,16.25
176,-0.127,1.765,8.984,-0.832,6.885,0.183,16.20
177,-3.775,2.369,9.755,-0.588,-4.076,-2.832,16.39
178,2.637,2.560,9.585,-2.038,7.733,4.084,16.39
179,-4.982,1.004,10.517,3.687,-2.748,-4.618,16.06
180,3.674,1.873,9.132,-2.046,6.756,0.977,15.92
181,-5.631,0.532,10.691,5.229,-1.260,-1.771,15.92
182,-3.193,2.563,10.790,-3.901,-4.817,0.053,16.20
183,1.483,-0.620,9.750,4.550,2.870,1.145,16.25
184,3.437,0.771,9.578,-0.076,3.603,-0.656,16.25
185,-1.298,0.922,8.842,-0.710,5.573,-0.565,16.20
186,-1.061,0.819,8.921,-0.267,5.863,0.595,16.39
187,-4.084,1.540,10.538,1.496,-4.000,0.221,16.25
188,0.386,1.779,9.530,2.153,7.351,-0.550,16.39
189,-5.604,-0.275,8.953,-0.237,-3.244,3.328,16.06
190,-5.176,0.702,9.726,2.756,-1.351,-4.313,16.44
191,2.472,-0.702,10.421,-1.321,-0.992,1.366,16.25
192,2.752,0.649,9.987,4.359,4.466,1.916,16.15
193,-5.659,-0.414,9.721,-1.779,-1.153,1.748,16.20
194,0.853,0.462,9.700,3.588,0.359,0.763,16.06
195,3.542,-0.127,10.459,0.550,4.893,0.176,16.34
196,-3.296,-0.247,8.893,-1.237,4.908,0.000,15.92
197,-4.419,1.839,10.536,0.771,-3.809,-2.794,16.25
198,0.965,-0.005,11.115,0.954,0.534,2.084,16.15
199,-0.951,1.447,9.149,1.878,5.939,-2.351,16.01
200,-3.763,2.680,11.398,-3.573,-5.107,0.046,16.25
201,2.443,2.153,9.324,1.908,6.473,0.687,16.06
202,-3.870,0.685,9.398,2.351,-0.229,-4.313,16.15
203,1.674,-0.999,10.033,-1.298,-1.634,0.206,16.20
204,1.708,-0.091,10.198,4.160,0.336,1.511,16.25
205,-4.301,1.205,11.134,2.954,-4.244,-4.031,16.25
206,-2.718,1.593,11.063,-0.076,-4.557,2.031,16.34
207,-5.190,-0.357,9.113,1.679,-0.321,0.328,16.20
208,-6.311,0.790,11.127,-1.649,-2.878,-0.595,16.25
209,-1.969,0.850,9.491,-4.374,6.115,2.031,16.15
210,-1.617,1.449,9.317,2.061,3.954,-3.176,16.15
211,3.502,-0.163,10.095,2.046,7.374,0.458,16.34
212,-0.795,1.415,8.768,-0.153,6.656,-0.427,16.25
213,-0.920,0.690,11.031,4.328,-1.893,0.099,16.06
214,3.319,1.854,9.032,-1.695,7.298,2.244,16.06
215,-5.046,0.319,9.214,2.634,-1.015,-0.916,16.25
216,1.753,-0.378,10.030,1.069,1.298,-0.458,16.15
217,-3.303,0.225,8.962,-3.534,4.939,3.176,16.06
218,-3.197,1.430,10.919,4.168,-4.183,-1.695,16.25
219,2.963,0.568,9.908,1.550,6.855,0.939,16.25
220,-6.194,-0.113,9.415,0.908,-4.229,1.565,16.15
221,2.572,-0.237,10.208,5.008,2.809,1.069,16.06
222,-5.109,-0.381,9.621,-0.931,1.321,1.099,16.01
223,-0.958,0.422,11.482,0.649,-1.542,2.557,16.25
224,1.813,2.366,8.921,1.595,7.115,0.725,16.15
225,0.187,1.679,9.645,-4.496,6.817,1.794,16.20
226,4.206,-0.120,10.047,0.153,5.038,2.015,16.25
227,3.298,0.144,9.628,2.595,6.595,-0.672,16.06
228,0.113,-0.182,11.053,-0.099,-1.237,0.420,16.06
229,3.152,-0.240,9.755,4.527,1.015,1.542,16.25
230,-5.247,1.243,10.615,3.679,-4.771,-2.122,16.20
231,0.120,0.469,10.473,-1.397,-3.527,2.710,16.15
232,-6.220,0.580,9.784,1.351,-2.786,1.183,16.01
233,-4.366,2.625,10.620,-1.290,-4.580,-0.534,16.39
234,2.036,2.256,9.034,-4.290,7.740,1.649,16.25
235,-3.959,-0.117,9.429,3.389,2.450,-2.550,16.20
236,1.289,-0.891,10.076,-1.542,-1.542,0.107,16.25
237,-0.043,2.354,9.336,-1.702,5.542,1.641,16.25
238,-4.658,1.415,10.916,3.412,-4.771,-2.985,16.25
239,1.447,2.187,9.410,-3.634,7.748,1.214,16.15
240,-5.422,-0.671,8.962,1.603,-2.534,0.153,16.25
241,2.608,-0.508,9.992,3.061,2.847,-1.397,16.25
242,-4.948,-0.795,9.321,-2.634,1.939,1.939,16.01
243,1.200,-0.352,9.695,4.061,-1.237,1.275,16.15
244,1.348,1.289,9.539,1.198,6.756,-1.611,16.06
245,-5.985,-0.893,8.646,0.069,-0.496,3.405,16.15
246,2.124,-0.326,10.100,4.366,0.282,-0.298,16.20
247,-3.985,2.666,11.199,-0.985,-4.145,-0.534,16.25
248,-0.383,2.627,9.468,-2.847,6.366,3.168,16.25
249,1.605,-0.522,10.026,5.198,-0.366,0.229,16.25
250,1.906,1.650,10.409,-2.710,7.504,2.137,16.06
251,-5.042,0.984,10.320,3.328,-3.847,-1.061,16.06
252,2.601,1.825,9.300,1.038,7.794,-0.519,16.06
253,-2.112,1.962,10.255,-2.237,-5.160,1.504,15.87
254,3.734,1.073,9.968,3.702,6.603,2.443,16.34
255,-6.059,0.939,11.302,-1.092,-3.756,-0.878,16.20
256,2.062,-1.502,9.968,-1.191,1.779,-0.061,16.25
257,1.123,-0.146,9.582,4.237,-1.763,1.824,16.15
258,-1.815,1.447,9.448,1.336,5.351,-2.015,15.92
259,1.095,-0.038,10.378,-0.481,-1.916,2.489,16.01
260,-4.069,-0.683,9.719,2.580,3.649,-0.542,16.15
261,2.498,-1.312,10.064,-0.702,1.534,-0.313,16.34
262,-5.176,0.110,9.094,1.718,0.382,-0.336,16.06
263,3.279,-0.041,9.757,1.710,3.359,-1.321,16.01
264,-4.716,-0.699,9.305,-1.580,-1.344,2.305,16.06
265,3.542,0.565,9.832,4.053,3.420,1.206,16.20
266,3.789,0.263,10.196,-1.298,6.313,0.870,16.06
267,-2.433,0.936,11.072,2.389,-3.863,0.015,15.92
268,1.578,-0.845,9.788,4.336,2.153,-1.359,16.15
269,-5.338,0.129,9.285,-1.763,-3.176,1.687,16.20
270,1.653,0.067,10.222,4.557,-1.321,0.802,16.25
271,2.433,-1.308,9.791,-1.450,-0.626,0.458,16.25
272,2.421,1.859,10.370,1.542,6.931,0.198,16.06
273,-1.037,0.867,9.947,-0.687,-4.328,-0.802,16.01
274,2.517,2.838,9.645,0.504,5.824,2.023,15.92
275,-5.025,0.924,10.291,2.397,-4.015,-4.695,16.25
276,3.432,-1.324,9.817,-0.267,3.855,1.130,16.20
277,3.224,1.653,9.597,2.443,6.924,1.603,16.06
278,-5.750,0.498,9.659,-1.557,-3.534,0.595,16.39
279,3.245,0.771,9.582,3.664,4.511,1.046,16.06
280,-5.406,1.020,10.677,0.466,-0.908,-0.359,16.06
281,1.401,-0.484,10.811,2.473,1.420,0.954,16.34
282,-2.254,1.300,9.556,1.496,4.038,-2.427,16.25
283,1.461,-0.168,10.414,-0.687,-1.992,2.649,16.34
284,-1.499,1.205,9.044,0.977,6.542,1.573,16.25
285,-3.336,2.711,11.051,-3.527,-4.176,1.153,16.34
286,2.294,1.983,10.236,1.267,6.901,0.679,16.01
287,2.292,1.245,9.822,-0.786,7.176,1.198,16.20
288,-2.278,0.762,11.453,1.229,-3.115,0.771,16.25
289,3.664,-0.014,9.772,3.275,5.855,-0.595,16.15
290,-2.235,2.361,10.840,-1.824,-5.427,1.878,16.34
291,2.141,-0.319,10.315,5.382,2.809,0.191,16.15
292,-5.877,0.541,9.688,-2.137,-3.420,1.092,16.39
293,1.356,-0.156,9.693,3.947,-0.405,1.397,16.06
294,-5.341,1.013,10.675,0.206,-1.122,-0.321,16.34
295,-2.417,0.877,11.441,1.809,-3.130,1.084,16.25
296,-2.261,1.394,9.877,2.061,4.160,-2.275,16.20
297,-2.474,1.902,10.742,-1.145,-5.191,1.374,16.15
298,-0.553,0.311,10.967,3.870,-2.031,-1.924,16.06
299,-2.409,0.611,9.372,-4.481,6.137,1.366,16.06
300,-0.819,0.726,10.255,4.206,-4.038,-0.573,16.34
301,2.424,0.953,10.052,-1.427,7.641,1.313,16.34
302,-4.874,0.738,10.186,2.076,-3.702,-0.183,15.92
303,3.528,-0.165,10.035,2.580,5.863,0.397,16.34
304,-6.114,-0.714,8.692,0.084,-3.237,3.573,15.92
305,1.583,-0.833,9.863,4.679,2.336,-0.779,16.25
306,-4.649,-0.740,9.233,-3.061,1.656,1.992,16.06
307,1.760,-0.069,10.078,4.656,-0.901,0.679,16.25
308,2.417,-1.506,9.664,-1.870,0.427,0.237,16.34
309,-4.656,0.170,9.422,3.214,-0.878,-0.855,16.01
310,-1.238,0.747,10.203,-1.107,-2.359,-0.282,16.25
311,-3.839,-0.438,8.759,-0.603,2.366,2.656,16.01
312,-2.951,1.973,11.630,1.031,-4.527,-4.328,16.34
313,-2.845,1.499,11.628,-1.076,-5.672,1.542,16.20
314,1.894,-0.860,9.879,4.763,2.687,-0.244,16.06
315,-5.173,0.175,9.496,-2.153,-3.649,0.916,16.25
316,1.720,-0.271,10.121,5.450,-0.885,0.710,16.06
317,-5.916,0.577,10.950,-0.573,-0.626,0.160,16.06
318,-2.350,1.686,10.933,2.832,-3.198,0.221,16.20
319,1.633,-0.747,9.559,0.237,1.878,0.015,16.39
320,-4.155,-0.946,8.795,0.427,1.756,2.183,16.15
321,0.014,-0.520,11.036,2.038,-2.115,-3.397,16.15
322,-3.310,0.697,8.888,-3.397,5.794,3.275,16.06
323,-4.649,1.336,10.948,4.252,-4.450,-1.725,16.06
324,1.329,2.532,9.333,-4.565,7.931,1.130,16.25
325,-4.033,1.178,10.893,4.740,-4.015,-1.641,16.15
326,2.829,0.441,10.076,0.069,6.160,0.237,16.15
327,-5.499,-0.414,8.826,1.618,-1.847,0.870,16.39
328,2.771,-0.376,10.442,3.053,2.817,-1.336,16.25
329,3.537,-0.441,10.212,1.260,4.084,1.947,16.25
330,-5.080,0.881,10.366,3.122,-2.756,-4.779,16.15
331,3.142,-1.401,9.147,-1.336,0.672,2.122,16.25
332,-3.516,-0.541,9.791,4.374,0.221,-1.985,16.01
333,-0.798,0.733,11.070,-3.115,-3.336,0.466,15.92
334,-3.197,-0.024,8.601,1.695,2.725,-0.863,16.25
335,-3.911,2.654,9.853,-1.023,-4.496,-0.740,16.25
336,0.297,2.934,9.573,-3.008,6.420,3.282,16.06
337,-4.819,1.051,10.112,2.557,-2.069,-4.748,16.25
338,-5.370,1.214,10.275,0.641,-4.038,2.740,16.25
339,-0.635,0.043,11.324,4.550,-1.191,-2.053,16.25
340,-0.881,1.751,9.149,1.519,6.847,-1.282,16.34
341,3.686,-0.517,10.689,0.366,5.328,2.260,16.06
342,-5.609,0.946,10.296,3.206,-3.687,-4.511,16.34
343,2.802,-1.145,9.688,-0.809,1.870,0.947,16.34
344,-5.058,0.129,9.966,4.489,-0.939,-0.885,16.01
345,-1.272,1.305,9.839,-2.565,-2.824,0.725,16.06
346,-2.476,1.559,10.711,3.023,-2.176,0.870,16.06
347,2.946,0.532,9.719,0.076,6.420,0.725,16.25
348,-3.245,1.279,11.451,1.351,-4.763,0.611,15.92
349,2.290,-0.496,9.992,3.840,3.718,-1.817,16.06
350,-0.137,2.620,9.573,-2.740,7.573,4.618,16.06
351,-5.525,0.714,10.263,3.893,-3.580,-4.076,16.34
352,4.304,1.207,9.879,-2.641,6.580,0.939,16.06
353,-5.465,0.223,9.719,4.282,-1.565,-0.916,16.06
354,3.949,0.012,9.805,0.084,3.786,0.015,16.25
355,-3.844,-0.795,9.266,0.870,0.855,0.450,16.15
356,0.776,-0.398,10.442,2.244,-0.183,-2.107,16.06
357,-3.413,-0.079,8.936,-1.962,4.176,3.221,16.06
358,-0.903,-0.038,11.249,3.908,-3.710,-2.092,16.01
359,1.346,2.366,9.812,-4.977,7.130,1.389,16.20
360,-3.837,1.205,10.960,3.840,-4.374,-0.656,16.06
361,2.366,-1.442,9.738,-2.122,-0.985,0.214,16.25
362,1.930,2.721,9.278,0.046,6.595,0.237,16.25
363,-0.977,1.205,10.011,0.397,-3.901,-2.252,16.25
364,3.545,-0.283,10.009,-0.023,5.916,2.344,16.06
365,-5.300,1.011,10.526,2.992,-3.786,-4.359,16.25
366,3.794,-1.586,9.075,-1.099,3.290,2.137,15.92
367,2.041,0.156,10.246,5.374,0.847,0.137,16.34
368,1.109,2.227,9.745,-4.679,7.336,1.710,16.20
369,1.696,2.270,9.683,2.443,7.282,1.168,16.34
370,-5.964,0.819,11.055,-1.450,-2.931,0.573,16.34
371,-3.257,1.631,10.761,3.481,-3.863,-0.405,16.15
372,2.407,0.671,9.662,0.420,7.565,1.206,16.15
373,-4.500,1.272,10.275,1.481,-3.817,0.534,16.25
374,3.054,0.697,9.733,3.252,5.939,-0.260,16.15
375,-5.664,-0.515,8.627,-0.473,-3.275,3.824,16.01
376,2.129,0.026,10.093,5.695,1.725,0.397,16.01
377,-4.979,-0.774,9.218,-3.344,1.626,1.542,16.25
378,-0.424,0.515,10.138,4.145,-0.504,1.382,16.34
379,-0.881,0.764,9.511,-0.817,5.282,0.725,16.15
380,-2.065,0.805,11.886,1.710,-3.855,0.374,16.06
381,0.788,1.262,9.159,2.252,7.420,-0.443,16.25
382,-4.541,-0.932,9.223,-1.359,2.412,3.221,16.20
383,-4.651,1.494,10.792,1.992,-4.061,-4.435,16.25
384,-4.630,1.813,10.243,-1.382,-4.847,1.985,15.87
385,2.419,-0.172,10.136,5.504,2.275,0.000,16.06
386,-5.168,0.771,9.769,-2.023,-3.672,0.832,16.25
387,-0.153,0.441,10.730,4.267,-1.046,1.168,16.06
388,-4.539,-0.405,10.081,0.008,-0.977,-0.145,16.34
389,-2.091,0.963,11.434,1.878,-3.183,0.145,16.25
390,-0.618,0.357,10.816,-0.954,-3.977,-0.908,16.25
391,3.545,0.357,9.800,0.626,5.649,1.511,16.06
392,0.376,1.257,9.257,1.282,6.908,-0.687,16.25
393,-4.493,1.851,10.033,-0.885,-5.611,1.588,16.34
394,2.730,2.242,8.981,2.649,7.160,1.534,16.34
395,-4.977,0.982,10.167,-1.740,-3.962,1.405,16.15
396,3.557,1.257,9.750,4.359,4.908,1.763,16.39
397,-4.984,-0.661,9.860,-0.420,-1.534,-0.137,16.06
398,2.520,-0.115,10.289,2.328,2.198,1.244,15.92
399,-3.353,0.350,9.307,1.527,2.473,-1.802,16.25
400,2.170,-0.939,10.538,0.580,-0.504,3.008,16.15
401,0.814,1.827,9.484,1.718,6.519,-1.481,16.20
402,-1.727,1.533,11.671,-2.427,-3.969,1.031,16.25
403,2.687,0.115,10.203,4.870,3.763,1.527,16.34
404,-3.291,-0.448,9.640,-3.740,5.565,1.534,16.06
405,-5.065,0.295,9.987,4.321,-3.550,-1.305,16.15
406,0.891,-0.517,10.586,-0.656,-0.832,-0.031,16.15
407,-4.608,1.621,10.210,-2.305,-3.244,0.740,16.15
408,-4.874,1.327,10.900,2.924,-4.168,-4.260,16.01
409,0.127,-0.263,10.924,-1.359,-2.870,0.084,16.34
410,0.522,-0.010,10.608,4.656,-0.550,1.748,16.25
411,-5.070,1.092,10.658,3.313,-3.443,-4.282,16.25
412,-3.406,1.897,10.521,-0.122,-4.802,1.725,16.20
413,-4.304,-0.261,8.696,0.809,1.962,-1.038,16.06
414,-4.189,2.242,10.093,-2.756,-4.885,-0.611,16.20
415,3.487,1.176,9.901,1.252,4.718,1.435,16.25
416,-3.324,0.821,9.171,2.893,0.878,-3.084,16.06
417,1.962,-1.095,10.416,-2.336,-1.229,0.473,15.92
418,0.824,2.177,8.857,1.542,6.275,-0.031,16.15
419,-3.025,2.232,11.185,0.756,-4.137,-3.595,16.25
420,1.480,2.558,9.496,-1.954,7.473,3.832,16.25
421,-4.855,-0.393,9.427,4.863,-1.496,-1.718,16.25
422,3.638,-0.982,9.870,-1.031,2.153,-0.565,15.87
423,-2.242,1.162,9.178,-1.504,3.176,2.466,16.06
424,-4.404,0.936,11.180,2.038,-3.969,0.015,16.25
425,-5.537,0.865,10.169,4.275,-3.672,-2.985,16.15
426,2.309,-0.977,10.593,-0.794,-0.206,1.901,16.39
427,1.569,2.455,9.542,1.802,6.817,0.130,16.15
428,-3.418,2.694,11.012,-2.557,-3.954,0.168,16.06
429,1.811,2.761,9.573,-1.489,7.115,3.985,16.06
430,-4.543,0.414,9.594,3.206,-1.824,-4.969,16.25
431,3.279,-1.480,9.719,-1.061,2.573,-0.214,15.92
432,-4.004,0.000,8.680,2.427,2.282,-0.649,16.06
