Amostra,Acel_X,Acel_Y,Acel_Z,Giro_X,Giro_Y,Giro_Z,Temperatura
77,-8.313,1.243,10.605,-9.924,-4.779,-0.824,15.82
78,-1.518,-2.199,10.373,6.885,-4.710,7.893,16.25
79,1.954,4.416,8.368,-3.305,9.595,-12.695,16.25
80,-4.151,-0.158,10.730,-8.870,4.015,10.351,16.20
81,0.189,0.287,10.442,15.832,-4.603,-2.031,16.25
82,1.025,2.517,9.616,-7.198,3.725,-5.481,16.06
83,-2.560,-2.043,9.820,3.473,1.710,8.847,16.06
84,-3.722,4.354,9.250,5.786,-3.076,-11.198,15.82
85,-4.630,4.977,9.087,-9.534,-4.290,-11.061,16.15
86,-4.697,1.025,10.955,-9.366,2.962,6.794,16.01
87,-2.740,-2.390,10.402,8.130,1.870,5.237,16.34
88,-5.827,5.298,8.502,-7.550,-3.763,-11.046,15.82
89,1.511,-1.818,9.911,-2.557,5.771,8.695,16.06
90,-3.458,2.462,10.023,13.618,-3.275,-7.328,16.01
91,0.184,0.096,9.951,-7.092,8.534,8.412,16.06
92,-3.303,-1.406,10.490,10.893,-1.290,1.634,16.15
93,2.156,1.863,9.020,-6.656,7.359,-2.084,16.06
94,0.314,-2.845,10.476,0.595,3.756,8.588,16.01
95,-3.913,3.106,9.963,10.763,-2.519,-9.252,16.25
96,3.233,0.125,11.254,-6.893,3.840,8.183,15.87
97,-1.597,-1.516,10.538,11.832,1.679,0.794,16.25
98,-1.020,2.223,9.125,-8.511,-0.496,-5.855,15.92
99,-0.752,-2.886,9.427,2.145,5.420,9.603,16.06
100,-2.821,5.338,8.184,2.855,-4.595,-12.435,16.06
101,0.050,-0.656,9.743,-7.214,7.595,9.374,16.20
102,-3.475,-0.517,10.426,14.580,-5.344,0.435,16.25
103,0.678,1.083,9.623,-8.244,7.756,-1.985,16.06
104,-4.254,-2.764,10.184,6.351,-2.924,8.252,16.06
105,2.699,3.832,8.208,-3.664,5.695,-10.969,15.92
106,-0.941,-0.690,10.279,-6.962,8.168,11.214,16.01
107,-3.676,-1.075,10.428,14.382,-0.237,-0.374,16.15
108,-5.600,3.890,8.931,-10.099,1.763,-10.237,16.01
109,1.552,-2.850,9.808,-1.221,-4.427,11.618,16.15
110,-2.175,4.828,8.864,6.962,4.122,-10.656,16.15
111,-5.870,0.798,11.281,-8.061,-5.183,5.290,16.25
112,-3.571,-1.837,9.824,6.802,-4.817,6.679,16.01
113,3.856,3.437,8.356,-2.809,5.443,-10.466,16.20
114,-3.959,-2.053,10.919,-3.160,-7.176,11.611,16.25
115,2.026,0.762,9.867,13.519,-0.359,-7.137,16.25
116,1.406,1.013,9.882,-6.374,6.076,-0.725,15.82
117,4.203,-3.209,9.815,3.328,8.779,10.290,16.01
118,-3.772,4.977,8.787,5.695,1.954,-11.008,16.34
119,-3.846,1.147,10.540,-7.870,-5.351,5.420,16.06
120,3.645,-2.826,10.986,11.962,3.817,4.817,16.06
121,-4.800,4.354,8.720,-10.252,2.214,-9.824,16.20
122,-3.379,0.525,10.557,14.405,-3.489,-5.870,16.06
123,1.729,0.486,10.217,-7.252,4.710,4.153,15.82
124,-2.864,2.024,10.193,14.000,3.290,-5.863,16.15
125,-4.208,0.924,10.964,-8.275,-4.458,1.977,16.06
126,-4.632,-1.868,11.130,12.985,-3.298,2.267,16.01
127,-7.556,1.844,11.154,-9.992,-4.435,0.908,16.01
128,-4.301,5.185,8.804,0.634,-2.473,-12.885,16.01
129,2.179,-1.720,10.066,-3.870,5.702,12.031,16.01
130,-2.469,4.773,9.266,-8.489,-2.519,-10.443,15.92
131,0.141,-1.653,10.203,-2.885,6.107,10.695,16.20
132,-5.511,5.430,8.632,-10.099,-3.466,-11.847,16.15
133,4.723,-2.905,9.954,-0.870,6.511,10.863,16.01
134,-3.276,5.580,8.054,-10.427,2.443,-11.687,16.15
135,3.789,-3.123,9.808,-0.382,0.595,11.893,16.20
136,1.667,0.627,9.858,-6.695,5.649,1.351,15.92
137,-1.423,5.444,8.469,-4.099,5.763,-14.794,16.06
138,-6.524,2.505,10.061,-9.863,-5.580,-3.939,16.34
139,-3.411,4.783,8.636,-7.710,5.122,-12.817,16.01
140,-5.875,2.929,9.741,-10.656,-1.282,-2.489,16.25
141,0.812,3.250,9.010,-6.969,9.099,-9.405,15.87
142,-4.304,1.528,10.251,-8.969,4.969,-1.130,15.92
143,2.620,2.778,8.936,-7.885,6.405,-8.756,16.34
144,-4.371,1.360,10.778,-8.840,3.000,3.069,15.92
145,0.481,2.326,8.830,-7.275,8.740,-3.069,16.25
146,-6.395,1.444,10.437,-10.321,-0.489,5.779,16.06
147,2.970,0.759,10.579,-7.435,6.771,-3.847,16.25
148,-0.158,-0.005,10.600,-6.740,6.618,8.611,16.06
149,-3.116,4.790,8.351,3.481,-4.489,-13.099,16.01
150,0.081,-0.081,9.800,-8.313,7.076,9.840,16.06
151,-2.917,5.645,7.846,-0.992,-3.901,-11.977,16.20
152,1.504,-1.571,10.375,-4.679,7.771,12.237,16.15
153,2.512,-3.092,10.191,-0.656,7.519,9.542,15.87
154,1.830,-1.346,11.158,-6.206,2.305,9.947,15.87
155,5.516,-3.418,10.665,1.679,6.489,11.840,15.92
156,-4.345,-0.077,10.665,-7.336,-5.527,9.847,16.01
157,-1.633,-2.017,11.649,12.214,-4.061,3.794,16.15
158,-1.746,-2.263,9.867,1.252,-0.061,9.206,16.06
159,3.159,-2.014,11.000,15.954,-0.298,1.786,16.06
160,4.730,-3.607,9.762,-2.473,1.489,11.634,15.82
161,0.726,3.286,9.592,10.366,4.969,-9.046,15.92
162,-0.012,-2.455,9.968,-0.511,-4.725,9.977,16.01
163,1.880,3.102,8.234,9.466,7.916,-11.038,16.25
164,-3.657,-2.144,10.030,-0.962,-5.282,10.061,16.01
165,5.341,3.360,8.337,7.267,6.557,-11.427,16.34
166,-7.688,0.843,10.809,-10.229,-5.328,6.458,16.06
167,4.783,-2.840,11.132,16.229,3.672,1.931,15.92
168,-1.981,-1.248,10.488,13.595,2.122,1.046,16.01
169,-0.539,4.747,7.987,-6.496,8.672,-10.595,16.01
170,-1.013,-1.997,10.603,-2.763,-5.557,11.305,15.92
171,3.250,2.218,9.654,11.069,7.702,-9.336,16.06
172,-4.608,0.968,10.538,-7.832,-6.130,4.794,16.25
173,1.748,-2.112,10.368,12.595,6.710,3.458,16.01
174,-5.135,2.860,9.520,-9.412,-2.618,-7.863,16.25
175,6.162,-3.370,10.761,3.504,8.710,10.450,16.25
176,1.083,0.572,10.191,-6.084,4.450,3.206,16.25
177,-4.208,-1.672,10.620,7.840,-1.198,4.534,16.01
178,-2.491,6.007,8.100,-1.702,0.427,-14.473,15.87
179,-6.074,1.609,10.883,-9.405,-2.466,4.687,16.20
180,0.469,-1.880,11.158,12.618,-2.580,3.000,16.25
181,-5.607,4.158,8.617,-10.183,1.618,-6.153,15.92
182,-4.800,-2.134,11.412,10.038,-2.137,3.344,16.15
183,2.330,2.017,9.154,-6.916,8.145,-6.702,15.82
184,-2.158,-2.079,9.800,-1.672,0.634,10.740,16.25
185,4.469,4.400,7.985,4.168,4.802,-12.763,15.87
186,-4.038,0.726,10.653,-10.237,2.802,7.382,16.06
187,3.789,-1.226,10.761,17.015,1.954,0.122,16.06
188,0.948,2.678,8.696,-7.847,4.992,-6.733,16.06
189,-3.822,-2.881,10.509,1.489,-1.672,9.206,16.06
190,3.655,5.006,9.379,3.511,2.397,-12.000,16.06
191,-5.506,-0.218,10.797,-8.802,-0.550,9.992,15.92
192,1.973,-0.637,10.287,15.779,-1.023,-2.847,16.15
193,-5.331,-1.291,10.073,-6.847,-3.122,11.214,16.20
194,4.055,0.831,9.944,14.313,0.824,-5.328,16.25
195,-5.786,1.494,10.665,-9.527,1.435,1.679,16.25
196,2.366,-2.053,10.818,11.420,-2.000,4.366,16.01
197,-3.698,1.902,10.373,-8.710,6.382,5.214,15.92
198,-2.572,-1.866,11.537,13.565,-5.092,2.634,16.06
199,-4.201,5.940,7.906,-8.466,-2.649,-12.740,16.06
200,-4.175,-0.256,11.043,-6.099,-3.733,10.214,16.06
201,4.172,-2.867,10.790,17.366,5.710,0.878,15.92
202,-6.586,2.199,9.714,-10.817,-5.817,-2.290,16.15
203,3.252,-3.176,10.265,7.244,3.405,8.023,16.06
204,-5.372,5.568,8.136,-9.275,-0.603,-12.519,16.15
205,1.966,-2.934,10.849,-1.771,-1.885,13.534,16.01
206,2.764,-1.248,11.101,16.092,-0.725,-0.489,16.01
207,1.502,2.646,8.902,-8.183,8.870,-4.557,16.01
208,3.391,-2.584,10.397,-1.382,6.840,10.916,16.20
209,2.122,1.528,10.301,16.153,6.435,-6.496,15.82
210,-7.547,1.226,10.928,-9.130,-7.359,1.336,16.39
211,3.581,-2.824,10.979,10.618,6.191,5.840,15.92
212,-5.897,4.299,8.766,-10.092,-1.962,-10.763,16.25
213,4.953,-3.808,9.482,1.756,7.107,10.275,16.20
214,-2.761,4.117,9.278,6.695,-0.634,-11.450,16.06
215,1.377,-0.774,10.512,-7.740,2.481,9.282,16.25
216,-3.228,-0.685,10.100,15.260,1.641,0.779,16.06
217,-2.666,2.718,9.386,-8.924,-1.962,-4.160,16.15
218,-0.417,-2.412,10.160,5.588,6.794,7.969,15.82
219,-2.577,4.857,8.141,1.153,2.061,-13.656,16.20
220,-3.288,0.180,10.253,-7.565,-4.206,9.649,16.15
221,-1.471,0.211,10.004,14.924,3.168,-3.832,15.73
222,-6.955,2.802,9.285,-9.282,-5.992,-2.221,16.15
223,0.752,-3.037,10.545,8.427,4.763,7.145,16.01
224,-5.748,5.897,8.727,-7.237,-2.267,-14.550,16.20
225,1.720,-2.738,10.227,-0.649,6.611,11.878,16.06
226,-3.217,1.923,10.119,13.229,-1.931,-6.748,16.06
227,2.158,-0.354,10.914,-8.397,8.153,7.290,16.06
228,-3.020,-2.242,10.524,11.252,1.069,2.687,16.15
229,-5.588,5.322,8.337,-9.580,-2.794,-12.664,16.15
230,4.325,-2.606,9.654,-0.031,5.557,12.679,16.15
231,-4.287,3.157,9.594,8.901,-1.794,-9.863,16.25
232,2.551,0.613,10.981,-7.847,3.313,7.496,15.92
233,-1.928,-1.365,10.459,12.664,2.099,1.382,16.15
234,-0.342,2.237,9.911,-9.458,-0.435,-6.412,16.06
235,-0.757,-2.122,10.323,3.924,5.061,9.901,16.06
236,-0.055,5.015,8.076,0.290,-3.443,-12.840,16.15
237,0.170,-0.623,10.236,-8.153,6.641,10.366,16.34
238,-3.032,0.465,10.346,15.817,-5.237,-2.809,16.01
239,-0.254,1.320,9.815,-7.702,7.618,1.122,16.01
240,-0.283,-2.508,9.295,4.962,5.305,9.641,16.15
241,-4.479,5.894,8.306,-1.542,-2.969,-14.458,15.92
242,2.065,-1.523,9.266,-6.969,7.603,11.947,16.15
243,-3.595,0.299,10.414,16.626,-1.870,-2.664,15.87
244,1.777,0.165,10.921,-7.519,6.580,4.374,15.92
245,-2.405,-2.227,10.802,8.145,2.527,5.351,16.06
246,2.167,2.989,9.882,-6.328,4.321,-6.092,16.06
247,1.468,-2.718,9.690,-2.840,5.824,10.313,15.87
248,0.498,5.087,9.547,7.267,-1.977,-10.489,16.06
249,0.383,0.958,9.872,-8.725,8.710,7.275,15.92
250,-6.220,1.150,11.254,-9.695,-6.656,5.885,16.25
251,-3.684,-2.402,9.994,5.901,0.153,7.916,16.06
252,-4.218,5.209,8.368,1.565,-0.519,-13.084,16.06
253,1.138,-1.063,10.811,-6.718,0.458,10.267,16.01
254,2.970,-2.170,10.976,13.122,2.458,2.985,16.25
255,-1.545,3.858,9.072,-9.237,6.397,-7.160,16.06
256,-4.213,-1.926,10.040,-4.382,-0.267,10.183,15.82
257,-0.395,2.706,9.403,12.450,-4.473,-7.878,16.25
258,0.101,0.627,10.222,-7.748,-1.275,-1.359,16.06
259,0.213,-2.132,10.531,5.405,6.611,7.153,15.92
260,1.775,4.766,9.159,3.649,6.588,-11.885,16.20
261,-4.483,1.593,10.337,-8.840,0.420,4.252,16.06
262,2.402,-1.530,10.907,12.046,-1.695,3.053,16.01
263,-4.663,3.873,8.466,-8.618,5.756,-3.802,16.06
264,-0.764,-3.046,9.405,1.244,-2.939,7.740,16.15
265,3.094,4.939,7.832,1.733,8.534,-12.557,16.25
266,-5.432,-1.116,11.118,-6.282,-6.374,10.168,16.06
267,3.755,0.060,10.370,16.366,7.252,-1.763,16.06
268,-5.667,2.656,9.920,-9.870,-3.672,-0.908,16.06
269,4.414,-3.063,11.252,8.130,5.244,7.084,15.82
270,-5.504,5.336,8.368,-8.427,1.679,-13.504,16.01
271,-7.187,-0.913,10.567,-4.313,-7.565,13.443,16.06
272,5.683,-0.620,10.591,16.626,3.000,-1.855,16.01
273,-7.690,1.442,11.326,-10.695,-5.122,1.328,15.87
274,1.341,-2.294,11.340,10.290,-0.901,7.542,16.15
275,1.521,6.414,8.332,-0.420,0.740,-14.328,16.25
276,-1.303,-1.008,10.131,-8.191,7.740,9.496,16.06
277,2.065,-2.718,11.089,13.122,6.649,3.458,16.25
278,-5.406,4.809,8.711,-10.817,0.107,-10.458,15.92
279,6.335,-4.012,10.461,4.084,9.672,11.015,15.92
280,-2.316,5.334,8.543,5.389,2.580,-12.534,15.92
281,-6.684,1.722,10.957,-11.130,-4.489,4.313,16.25
282,5.350,-2.862,10.986,13.313,7.305,2.756,16.06
283,-6.287,3.454,9.029,-11.130,-0.183,-7.198,16.15
284,5.801,-3.734,9.379,5.366,4.374,10.160,16.06
285,-4.280,5.612,8.596,-0.031,2.947,-13.550,16.15
286,-1.214,-1.233,10.567,-6.733,-1.702,11.321,15.92
287,-0.781,0.216,10.342,15.855,3.649,-3.672,16.06
288,-3.238,1.648,10.636,-9.832,-4.649,-0.458,15.87
289,-0.623,-1.947,10.394,7.649,6.137,6.282,16.20
290,-4.881,5.247,8.900,-8.954,-3.641,-12.847,16.20
291,-2.373,-0.505,10.600,-7.168,-5.916,10.908,16.01
292,-1.444,1.650,10.009,14.038,4.550,-6.305,15.92
293,-7.710,2.285,9.774,-10.092,-5.687,-1.947,16.06
294,1.286,-2.361,10.708,8.817,6.450,4.107,16.20
295,-5.918,4.996,8.780,-8.260,-0.267,-12.168,15.92
296,-7.120,-1.047,11.264,-6.939,-3.878,9.282,16.25
297,1.030,-1.554,10.821,13.374,-2.534,0.374,16.25
298,-1.789,3.815,9.597,-8.771,-0.802,-7.779,16.06
299,2.352,-1.588,10.136,-0.817,6.649,10.084,16.01
300,2.690,-0.237,10.505,15.595,6.550,-1.260,16.34
301,-5.441,2.381,9.410,-9.725,2.344,-4.916,16.06
302,-1.619,-1.966,10.344,2.489,-4.718,9.328,15.92
303,5.619,2.783,9.424,4.466,7.008,-11.183,15.92
304,-7.324,-0.036,10.986,-9.137,-4.115,7.481,16.06
305,4.369,-1.997,10.505,16.443,3.237,1.366,15.73
306,-3.810,2.896,9.348,-10.336,2.779,-5.191,16.01
307,2.821,-2.091,10.421,6.366,1.260,8.618,15.82
308,-1.748,5.058,8.761,-2.832,6.870,-13.847,16.01
309,-3.159,-0.498,10.363,-6.183,-4.649,10.595,16.34
310,2.395,-0.038,10.203,15.779,6.824,-4.115,16.01
311,-7.451,1.504,10.921,-10.374,-7.321,0.473,16.06
312,-1.973,-2.294,9.906,5.382,-4.092,8.420,16.25
313,-2.065,3.930,9.096,7.870,-5.099,-9.985,16.06
314,2.735,0.271,11.029,-7.351,7.198,8.115,16.15
315,-3.719,-1.684,11.328,12.840,-4.595,1.244,16.20
316,1.142,1.609,9.908,-7.802,2.252,-5.206,15.92
317,-4.091,-2.021,10.437,4.282,-2.145,9.260,16.06
318,2.055,5.087,7.949,0.534,-1.931,-13.397,16.06
319,0.970,0.707,11.714,-7.962,-2.511,5.947,16.06
320,3.451,-2.685,10.890,12.748,6.176,3.214,15.92
321,3.298,3.935,8.227,-3.977,9.366,-11.802,16.01
322,1.334,-0.855,10.035,-6.733,9.023,9.603,16.15
323,-3.810,-0.601,10.181,14.336,-5.145,-0.412,15.92
324,2.012,1.209,9.882,-7.718,7.427,-1.084,16.25
325,-2.972,-1.617,9.242,5.924,-1.405,7.336,16.15
326,3.319,3.595,8.886,-5.550,4.405,-10.954,15.73
327,-4.579,-1.866,10.358,-4.305,-1.435,10.168,16.01
328,3.149,2.563,9.518,11.771,-0.840,-7.366,16.06
329,-5.209,1.456,10.406,-8.061,3.237,4.557,16.34
330,-1.672,-1.389,10.960,10.832,-4.305,2.351,16.15
331,-1.298,2.824,9.214,-7.198,8.939,-3.519,16.01
332,-2.371,-1.552,9.750,-4.069,1.771,9.359,15.87
333,2.563,0.196,10.787,-6.443,9.191,9.191,16.15
334,3.870,-2.658,9.669,8.885,4.779,7.229,16.06
335,-4.254,2.067,9.460,-9.565,4.527,-1.008,16.15
336,0.098,-1.722,11.192,7.481,-4.794,5.733,15.82
337,2.079,-1.842,10.483,-4.237,2.824,10.611,16.25
338,-0.714,-1.047,10.514,14.389,2.962,-1.511,16.06
339,-3.116,-1.760,9.673,-1.695,0.115,8.534,15.87
340,2.532,3.308,10.011,8.870,-2.023,-9.092,16.01
341,1.926,-1.784,10.327,0.313,6.237,11.214,16.06
342,-2.479,3.334,9.060,8.863,-5.183,-10.817,16.25
343,3.662,-2.697,10.423,11.275,6.847,3.053,16.06
344,-5.877,4.031,9.252,-10.618,-1.969,-8.832,16.20
345,-3.573,-0.275,10.495,14.786,-3.145,-3.916,16.06
346,2.196,0.137,10.651,-6.824,4.427,1.023,16.25
347,5.341,3.116,8.605,7.130,4.618,-9.649,16.06
348,-4.503,1.269,10.720,-8.130,0.130,6.344,16.06
349,1.214,4.280,8.828,6.489,-3.008,-11.947,16.34
350,-3.044,1.468,10.253,-7.908,6.565,7.924,16.20
351,-2.879,3.743,9.681,8.214,-4.985,-10.710,16.01
352,1.499,0.134,9.973,-7.542,8.221,8.626,16.15
353,0.328,1.279,9.800,-6.817,7.168,0.863,15.92
354,-4.472,-2.144,10.672,7.092,-5.427,6.977,16.01
355,-3.327,-0.929,10.847,-6.916,-5.053,10.229,16.15
356,3.243,-2.050,10.327,15.641,7.069,-0.794,15.92
357,-6.843,-0.956,10.696,-7.153,-4.664,9.038,15.92
358,4.570,-1.588,10.277,14.802,5.290,0.008,16.01
359,-6.373,0.218,10.631,-8.504,-0.863,7.336,16.15
360,2.615,-1.380,11.178,14.557,-1.107,1.313,16.25
361,-4.038,-0.730,10.392,-7.008,6.656,9.695,16.15
362,-2.627,-0.517,10.390,12.954,-4.542,-0.634,16.06
363,0.841,-0.323,10.164,-7.122,8.733,9.947,16.01
364,-4.392,4.081,8.874,-10.733,2.298,-8.260,16.06
365,-7.259,0.659,10.972,-8.687,-4.809,1.786,15.87
366,0.060,3.413,9.312,-8.237,8.023,-5.504,16.01
367,-5.183,1.518,10.778,-9.405,1.954,2.519,16.01
368,1.487,2.529,9.319,-8.840,8.779,-6.473,15.92
369,-2.189,2.165,10.502,-8.710,4.458,4.435,15.73
370,1.823,1.293,9.333,-7.084,8.267,-3.412,16.25
371,1.459,0.651,10.457,-6.908,7.542,7.244,16.01
372,-2.172,-1.545,11.376,12.168,-4.206,0.840,16.06
373,3.104,0.453,11.065,-6.710,6.130,8.084,16.06
374,-0.649,-2.357,10.531,7.107,6.832,3.389,15.73
375,-5.650,4.800,9.250,-10.313,-3.947,-10.664,16.01
376,3.906,-2.474,10.497,9.336,6.282,5.206,15.92
377,-6.974,5.085,8.809,-8.466,-1.527,-10.153,16.20
378,3.003,-3.042,10.945,12.374,6.397,3.756,15.92
379,-5.283,4.565,8.984,-12.099,-0.664,-10.924,15.82
380,2.771,-2.225,10.718,12.267,1.496,4.061,16.01
381,-4.936,4.565,8.397,-8.824,3.802,-6.160,16.15
382,1.684,-2.266,10.943,13.053,-3.542,3.550,16.06
383,0.462,3.056,9.733,-9.901,8.954,-7.824,15.92
384,-2.893,-1.818,9.994,-3.550,4.092,11.244,15.92
385,4.146,2.105,8.797,10.176,0.168,-10.817,16.25
386,0.671,1.832,10.811,-8.656,7.725,4.969,16.06
387,-1.078,-2.251,11.197,14.382,-2.336,3.779,16.06
388,1.415,2.836,9.051,-9.466,9.099,-8.382,16.06
389,-0.769,-2.702,9.499,3.122,-3.992,10.550,15.92
390,4.895,3.149,8.356,6.931,7.374,-11.733,16.15
391,-4.917,0.290,10.344,-9.130,-6.756,8.122,16.25
392,4.404,-2.596,10.684,15.611,5.710,2.282,16.20
393,-5.669,2.929,10.205,-10.191,-4.069,-5.252,16.15
394,5.362,-3.418,10.366,4.947,4.908,10.198,15.92
395,-3.605,1.403,10.356,-10.817,4.214,6.603,16.06
396,-4.072,-2.785,10.469,-1.931,-3.359,7.374,16.25
397,1.145,1.729,9.800,-9.000,7.992,-6.756,15.87
398,-3.791,-2.127,10.306,2.863,-3.634,9.649,16.01
399,5.624,3.145,8.914,4.870,5.458,-11.137,16.15
400,-7.106,0.786,10.699,-10.840,-3.290,6.924,16.01
401,4.117,4.491,9.082,4.252,0.519,-11.191,16.15
402,-5.262,-0.134,10.107,-7.626,4.290,7.252,15.73
403,-2.223,4.740,8.989,3.908,-3.664,-12.557,15.92
404,-0.625,0.235,10.387,-10.603,6.679,8.985,16.25
405,1.978,-2.900,11.120,11.130,5.679,4.511,16.15
406,-2.795,3.799,10.021,-9.237,-0.763,-8.031,16.25
407,3.367,-2.524,10.253,0.267,6.802,11.992,16.15
408,-0.714,4.766,9.350,6.519,-3.847,-12.870,16.15
409,1.102,0.845,10.608,-9.344,8.229,7.153,16.15
410,3.006,-2.651,10.435,7.481,6.962,5.832,15.87
411,-4.366,5.271,7.997,-4.427,3.626,-13.168,16.15
412,-5.786,0.929,10.394,-8.664,0.260,6.779,16.39
413,-2.225,-1.480,11.192,11.695,-5.260,3.137,16.06
414,-4.256,5.255,9.039,-6.489,-2.718,-12.626,16.06
415,3.909,4.481,7.180,2.771,1.031,-11.443,16.01
416,-3.384,3.245,9.235,-8.740,7.595,-5.061,16.06
417,-3.734,-3.058,10.066,2.573,-4.573,9.779,16.15
418,-3.664,2.096,9.664,12.954,-4.237,-7.336,15.92
419,1.303,0.862,10.239,-7.237,-0.053,1.237,16.25
420,4.112,-3.497,9.463,3.122,1.832,9.420,16.06
421,3.870,4.179,8.284,4.740,8.527,-12.374,16.15
422,-0.335,1.286,10.440,-8.687,7.305,2.557,15.92
423,-5.147,-2.390,10.641,7.214,-3.336,7.763,16.06
424,-4.543,5.453,8.445,1.229,-0.916,-14.023,16.06
425,-2.524,0.932,11.204,-8.504,-2.107,7.198,16.20
426,3.997,-3.276,10.734,14.107,3.786,6.725,16.25
427,-3.590,4.874,8.402,-9.542,2.595,-9.977,16.01
428,2.965,-3.149,9.738,-0.557,2.313,10.718,16.01
